#FILE:                 ;000393_K06_20_1450_Air-static.sle
#FORMAT:               ;NETZSCH5                         
#IDENTITY:             ;000393                           
#DECIMAL:              ;POINT                            
#SEPARATOR:            ;SEMICOLON                        
#MTYPE:                ;DIL                              
#MSUBTYPE:             ;                                 
#INSTRUMENT:           ;NETZSCH DIL 402 C                
#PROJECT:              ;                                 
#DATE/TIME:            ;22.06.2021 12:24:13              
#CORR. FILE:           ;                                 
#LABORATORY:           ;НМ                               
#OPERATOR:             ;Орлов Н.                         
#REMARK:               ;                                 
#SAMPLE:               ;K06_20                           
#SAMPLE LENGTH /mm:    ;2.170                            
#MATERIAL:             ;стандартный образец              
#MEASMODE:             ;Standard Expansion               
#PURGE GAS 1:          ;                                 
#FLOW RATE 1 /(ml/min):;0                                
#CORR. CODE:           ;000                              
#RANGE:                ;40.0/20.0(K/мин)/1450.0          
#SEGMENT:              ;S1/1                             

##Temp./°C;Time/min;dL/Lo
  40.47500;0.0000e+000; 0.0000e+000
  40.47600;1.0000e-002; 1.1521e-006
  40.47900;2.0000e-002; 1.1521e-006
  40.47900;3.0000e-002; 1.1521e-006
  40.48200;4.0000e-002; 0.0000e+000
  40.48700;5.0000e-002; 0.0000e+000
  40.48600;6.0000e-002;-5.7604e-007
  40.49000;7.0000e-002;-1.1521e-006
  40.49200;8.0000e-002;-1.1521e-006
  40.48900;9.0000e-002;-1.1521e-006
  40.49000;    0.10000;-1.7281e-006
  40.49600;    0.11000;-2.3041e-006
  40.49600;    0.12000;-2.8802e-006
  40.49300;    0.13000;-4.0323e-006
  40.49600;    0.14000;-4.6083e-006
  40.49600;    0.15000;-4.6083e-006
  40.50300;    0.16000;-6.3364e-006
  40.50100;    0.17000;-6.3364e-006
  40.50500;    0.18000;-6.3364e-006
  40.50700;    0.19000;-6.3364e-006
  40.51100;    0.20000;-6.9124e-006
  40.51800;    0.21000;-7.4885e-006
  40.51900;    0.22000;-8.6406e-006
  40.52400;    0.23000;-9.2166e-006
  40.52800;    0.24000;-9.2166e-006
  40.54300;    0.25000;-9.2166e-006
  40.55000;    0.26000;-9.2166e-006
  40.56300;    0.27000;-1.0945e-005
  40.56300;    0.28000;-1.1521e-005
  40.57100;    0.29000;-1.1521e-005
  40.58900;    0.30000;-1.1521e-005
  40.60000;    0.31000;-1.2673e-005
  40.61700;    0.32000;-1.2673e-005
  40.63900;    0.33000;-1.3249e-005
  40.66000;    0.34000;-1.3825e-005
  40.68800;    0.35000;-1.4977e-005
  40.70500;    0.36000;-1.5553e-005
  40.72800;    0.37000;-1.6705e-005
  40.74900;    0.38000;-1.7281e-005
  40.78500;    0.39000;-1.7857e-005
  40.82300;    0.40000;-1.8433e-005
  40.84800;    0.41000;-2.0161e-005
  40.88800;    0.42000;-1.9585e-005
  40.93000;    0.43000;-2.1313e-005
  40.96800;    0.44000;-2.1889e-005
  41.01400;    0.45000;-2.1889e-005
  41.06100;    0.46000;-2.2465e-005
  41.10300;    0.47000;-2.3618e-005
  41.13900;    0.48000;-2.4194e-005
  41.20300;    0.49000;-2.4770e-005
  41.24400;    0.50000;-2.6498e-005
  41.29400;    0.51000;-2.7650e-005
  41.34700;    0.52000;-2.9954e-005
  41.41100;    0.53000;-2.9954e-005
  41.45400;    0.54000;-3.1106e-005
  41.50300;    0.55000;-3.2258e-005
  41.56200;    0.56000;-3.2834e-005
  41.62800;    0.57000;-3.3986e-005
  41.69400;    0.58000;-3.4562e-005
  41.76200;    0.59000;-3.6290e-005
  41.82000;    0.60000;-3.9171e-005
  41.87300;    0.61000;-3.9747e-005
  41.93300;    0.62000;-4.0899e-005
  41.99900;    0.63000;-4.1475e-005
  42.06300;    0.64000;-4.3203e-005
  42.12600;    0.65000;-4.3779e-005
  42.19500;    0.66000;-4.5507e-005
  42.24500;    0.67000;-4.8387e-005
  42.32900;    0.68000;-5.0115e-005
  42.37900;    0.69000;-5.0691e-005
  42.44300;    0.70000;-5.2995e-005
  42.50500;    0.71000;-5.4147e-005
  42.58100;    0.72000;-5.5300e-005
  42.63400;    0.73000;-5.8180e-005
  42.69600;    0.74000;-5.9908e-005
  42.77000;    0.75000;-6.1636e-005
  42.83000;    0.76000;-6.2212e-005
  42.90100;    0.77000;-6.5092e-005
  42.96900;    0.78000;-6.6820e-005
  43.01900;    0.79000;-6.7972e-005
  43.08600;    0.80000;-7.0277e-005
  43.15400;    0.81000;-7.0853e-005
  43.20800;    0.82000;-7.3157e-005
  43.27400;    0.83000;-7.5461e-005
  43.34400;    0.84000;-7.7765e-005
  43.39600;    0.85000;-7.8341e-005
  43.47200;    0.86000;-8.0645e-005
  43.54100;    0.87000;-8.1797e-005
  43.60500;    0.88000;-8.3525e-005
  43.66000;    0.89000;-8.6982e-005
  43.73400;    0.90000;-8.9286e-005
