#FILE:                 ;000403_correction_saphire_10_1350_Air-static.cle
#FORMAT:               ;NETZSCH5                                        
#IDENTITY:             ;000403                                          
#DECIMAL:              ;POINT                                           
#SEPARATOR:            ;SEMICOLON                                       
#MTYPE:                ;DIL                                             
#MSUBTYPE:             ;                                                
#INSTRUMENT:           ;NETZSCH DIL 402 C                               
#PROJECT:              ;                                                
#DATE/TIME:            ;28.06.2021 16:18:24                             
#CORR. FILE:           ;                                                
#LABORATORY:           ;НМ                                              
#OPERATOR:             ;Орлов Н.                                        
#REMARK:               ;                                                
#SAMPLE:               ;corr_10                                         
#SAMPLE LENGTH /mm:    ;3.010                                           
#MATERIAL:             ;стандартный образец                             
#MEASMODE:             ;Standard Expansion                              
#PURGE GAS 1:          ;                                                
#FLOW RATE 1 /(ml/min):;0                                               
#CORR. CODE:           ;000                                             
#RANGE:                ;40.0/10.0(K/мин)/1350.0                         
#SEGMENT:              ;S1/1                                            

##Temp./°C;Time/min;dL/Lo
  40.46600;0.0000e+000; 0.0000e+000
  40.45900;1.0000e-002;-3.3223e-007
  40.46200;2.0000e-002;-4.1528e-007
  40.46100;3.0000e-002;-4.1528e-007
  40.46100;4.0000e-002;-2.3671e-006
  40.46200;5.0000e-002;-1.1213e-006
  40.46400;6.0000e-002;-1.0382e-006
  40.46200;7.0000e-002;-1.3704e-006
  40.45900;8.0000e-002;-8.7209e-007
  40.46400;9.0000e-002;-1.0797e-006
  40.46100;    0.10000;-3.3223e-007
  40.45700;    0.11000;-7.4751e-007
  40.45400;    0.12000;-2.4917e-007
  40.45400;    0.13000;-4.9834e-007
  40.45800;    0.14000;-1.1213e-006
  40.45700;    0.15000;-1.1628e-006
  40.45800;    0.16000;-1.3704e-006
  40.45700;    0.17000;-1.1213e-006
  40.45700;    0.18000;-1.4535e-006
  40.46200;    0.19000;-9.5515e-007
  40.45900;    0.20000;-1.4950e-006
  40.46500;    0.21000;-9.9668e-007
  40.46400;    0.22000;-1.3289e-006
  40.46200;    0.23000;-1.0797e-006
  40.46400;    0.24000;-7.0598e-007
  40.46500;    0.25000;-1.2874e-006
  40.46500;    0.26000;-1.2458e-006
  40.47200;    0.27000;-1.3289e-006
  40.47100;    0.28000;-2.2841e-006
  40.46900;    0.29000;-1.9103e-006
  40.47300;    0.30000;-1.4120e-006
  40.47800;    0.31000;-2.2425e-006
  40.48500;    0.32000;-1.4120e-006
  40.48300;    0.33000;-2.4917e-006
  40.48600;    0.34000;-2.1595e-006
  40.49600;    0.35000;-1.9103e-006
  40.50100;    0.36000;-2.3671e-006
  40.50300;    0.37000;-2.7824e-006
  40.51400;    0.38000;-2.5748e-006
  40.51500;    0.39000;-2.8239e-006
  40.52600;    0.40000;-1.6611e-006
  40.53800;    0.41000;-3.1977e-006
  40.55100;    0.42000;-3.5299e-006
  40.55800;    0.43000;-3.8621e-006
