#FILE:                 ;000407_correction_saphire_1_1350_Air-static.cle
#FORMAT:               ;NETZSCH5                                       
#IDENTITY:             ;000407                                         
#DECIMAL:              ;POINT                                          
#SEPARATOR:            ;SEMICOLON                                      
#MTYPE:                ;DIL                                            
#MSUBTYPE:             ;                                               
#INSTRUMENT:           ;NETZSCH DIL 402 C                              
#PROJECT:              ;                                               
#DATE/TIME:            ;02.07.2021 18:26:51                            
#CORR. FILE:           ;                                               
#LABORATORY:           ;НМ                                             
#OPERATOR:             ;Орлов Н.                                       
#REMARK:               ;                                               
#SAMPLE:               ;corr_1                                         
#SAMPLE LENGTH /mm:    ;3.010                                          
#MATERIAL:             ;стандартный образец                            
#MEASMODE:             ;Standard Expansion                             
#PURGE GAS 1:          ;                                               
#FLOW RATE 1 /(ml/min):;0                                              
#CORR. CODE:           ;000                                            
#RANGE:                ;40.0/1.0(K/мин)/1350.0                         
#SEGMENT:              ;S1/1                                           

##Temp./°C;Time/min;dL/Lo
  40.38600;0.0000e+000; 0.0000e+000
  40.39000;2.0833e-002;-7.8904e-007
  40.38500;4.1667e-002; 0.0000e+000
  40.39200;6.2500e-002;-1.0382e-006
  40.39200;8.3333e-002;-1.8688e-006
  40.40300;    0.10417;-1.0382e-006
  40.40700;    0.12500;-1.6196e-006
  40.40700;    0.14583;-6.6445e-007
  40.40700;    0.16667;-1.0797e-006
  40.41200;    0.18750;-6.6445e-007
  40.41900;    0.20833;-1.5781e-006
  40.41400;    0.22917;-2.6163e-006
  40.42100;    0.25000;-2.0349e-006
  40.41500;    0.27083;-2.2841e-006
  40.42700;    0.29167;-1.9103e-006
  40.43100;    0.31250;-2.4917e-006
  40.44300;    0.33333;-2.9900e-006
  40.44500;    0.35417;-1.9103e-006
  40.44500;    0.37500;-2.4917e-006
  40.44400;    0.39583;-2.7824e-006
  40.45400;    0.41667;-1.7442e-006
  40.45800;    0.43750;-3.0316e-006
  40.46200;    0.45833;-1.7857e-006
  40.46700;    0.47917;-2.7409e-006
  40.46800;    0.50000;-2.8654e-006
  40.47300;    0.52083;-2.4502e-006
  40.47900;    0.54167;-2.6993e-006
  40.48600;    0.56250;-2.3256e-006
  40.49300;    0.58333;-3.6545e-006
  40.50000;    0.60417;-2.2425e-006
  40.50400;    0.62500;-3.6960e-006
  40.51000;    0.64583;-3.1977e-006
  40.50900;    0.66667;-2.7409e-006
  40.51200;    0.68750;-3.5299e-006
  40.52600;    0.70833;-3.6545e-006
  40.52700;    0.72917;-3.3223e-006
  40.53300;    0.75000;-3.0316e-006
  40.54200;    0.77083;-3.4053e-006
  40.54300;    0.79167;-3.3223e-006
  40.54900;    0.81250;-3.9867e-006
  40.55700;    0.83333;-3.7791e-006
  40.57000;    0.85417;-4.2774e-006
  40.57500;    0.87500;-3.9867e-006
  40.58600;    0.89583;-4.1944e-006
  40.59500;    0.91667;-5.1080e-006
  40.60300;    0.93750;-5.2741e-006
  40.60200;    0.95833;-5.0664e-006
  40.61000;    0.97917;-5.7724e-006
  40.62400;    1.00000;-5.2326e-006
  40.63600;    1.02083;-5.3987e-006
  40.64200;    1.04167;-5.8555e-006
  40.65700;    1.06250;-6.1462e-006
  40.66400;    1.08333;-5.9385e-006
  40.67100;    1.10417;-5.8970e-006
  40.68600;    1.12500;-6.1877e-006
  40.69900;    1.14583;-6.6030e-006
  40.70600;    1.16667;-7.3920e-006
  40.72000;    1.18750;-7.1429e-006
  40.72700;    1.20833;-7.0598e-006
  40.73000;    1.22917;-7.8488e-006
  40.74200;    1.25000;-8.3057e-006
  40.75600;    1.27083;-7.5166e-006
  40.76200;    1.29167;-8.3472e-006
  40.77100;    1.31250;-7.4751e-006
  40.79100;    1.33333;-8.6379e-006
  40.79900;    1.35417;-8.0980e-006
  40.81000;    1.37500;-8.4302e-006
  40.82300;    1.39583;-8.9701e-006
  40.83000;    1.41667;-1.0050e-005
  40.83900;    1.43750;-9.3854e-006
