Temperature, C	Time, min	dL/L0_corr
51.092	1.78	-0.00011398999999999998
51.202	1.79	-0.00012074000000000001
51.315	1.8	-0.00011972
51.44	1.81	-0.00012444000000000002
51.548	1.82	-0.00012123
51.661	1.83	-0.00012374
51.763	1.84	-0.00012332999999999997
51.87	1.85	-0.00012387000000000002
51.99	1.86	-0.0001272
52.113	1.87	-0.00013184
52.225	1.88	-0.00012965000000000003
52.339	1.89	-0.00013019000000000003
52.453	1.9	-0.00013184999999999998
52.568	1.91	-0.00013024
52.681	1.92	-0.00013298999999999999
52.797	1.93	-0.00013516
52.927	1.94	-0.00013689999999999997
53.029	1.95	-0.00013794999999999997
53.148	1.96	-0.00013752000000000003
53.258	1.97	-0.00013804000000000003
53.375	1.98	-0.00014215
53.511	1.99	-0.00014389000000000003
53.612	2.0	-0.00014194
53.737	2.01	-0.00014451999999999998
53.848	2.02	-0.00014697
53.965	2.03	-0.00014733000000000004
54.09	2.04	-0.00014741
54.213	2.05	-0.00015015
54.326	2.06	-0.00015174999999999998
54.45	2.07	-0.00015120999999999998
54.56	2.08	-0.0001515
54.685	2.09	-0.00015474
54.814	2.1	-0.00015486
54.927	2.11	-0.00015681
55.066	2.12	-0.00015694
55.189	2.13	-0.00015869000000000001
55.298	2.14	-0.00016043000000000003
55.426	2.15	-0.00016159000000000003
55.558	2.16	-0.00016145999999999993
55.681	2.17	-0.00016336999999999998
55.815	2.18	-0.00016928999999999995
55.939	2.19	-0.00016788999999999997
56.074	2.2	-0.00016756999999999997
56.197	2.21	-0.00017046
56.324	2.22	-0.00017030000000000002
56.448	2.23	-0.00017123999999999997
56.583	2.24	-0.00017357
56.718	2.25	-0.00017670999999999995
56.843	2.26	-0.00017612999999999998
56.967	2.27	-0.00017895000000000004
57.1	2.28	-0.00017999999999999993
57.243	2.29	-0.00017941000000000002
57.375	2.3	-0.00018252999999999998
57.507	2.31	-0.00018177
57.64	2.32	-0.00018480000000000005
57.779	2.33	-0.00018673999999999996
57.899	2.34	-0.00018493000000000003
58.053	2.35	-0.00018925999999999996
58.187	2.36	-0.00018964000000000003
58.317	2.37	-0.00019199000000000006
58.46	2.38	-0.00019228000000000002
58.6	2.39	-0.00019446999999999997
58.727	2.4	-0.00019480000000000002
58.874	2.41	-0.00019964000000000006
59.016	2.42	-0.00020000999999999998
59.164	2.43	-0.00020154000000000005
59.303	2.44	-0.00020116000000000003
59.447	2.45	-0.00020224000000000002
59.584	2.46	-0.00020449
59.727	2.47	-0.00020637
59.886	2.48	-0.00020868999999999998
60.025	2.49	-0.00021083
60.173	2.5	-0.00020967999999999996
60.32	2.51	-0.00021237000000000003
60.449	2.52	-0.00021318999999999998
60.607	2.53	-0.00021572000000000003
60.752	2.54	-0.00021621
60.904	2.55	-0.00021964
61.054	2.56	-0.00021992000000000002
61.198	2.57	-0.00022269
61.343	2.58	-0.00021836999999999996
61.489	2.59	-0.00022214
61.651	2.6	-0.00022440999999999997
61.801	2.61	-0.00022776000000000003
61.956	2.62	-0.00022681000000000003
62.101	2.63	-0.00022842
62.249	2.64	-0.00023121000000000003
62.407	2.65	-0.00023404000000000003
62.56	2.66	-0.0002301600000000001
62.724	2.67	-0.00023829000000000005
62.869	2.68	-0.00023753
63.014	2.69	-0.00023926000000000004
63.183	2.7	-0.00023812000000000009
63.328	2.71	-0.00024222999999999996
63.489	2.72	-0.00024366000000000004
63.655	2.73	-0.0002475
63.802	2.74	-0.00024887
63.954	2.75	-0.00025065000000000005
64.113	2.76	-0.0002526999999999999
64.272	2.77	-0.00025262000000000006
64.431	2.78	-0.00025504
64.587	2.79	-0.00025508
64.748	2.8	-0.00025776
64.907	2.81	-0.00026036000000000006
65.067	2.82	-0.00026008999999999993
65.219	2.83	-0.00026075
65.387	2.84	-0.0002645
65.534	2.85	-0.0002655200000000001
65.695	2.86	-0.00026658
65.867	2.87	-0.00026749999999999994
66.034	2.88	-0.00026975999999999997
66.194	2.89	-0.00026959
66.345	2.9	-0.00027272000000000006
66.498	2.91	-0.00027523
66.68	2.92	-0.00027919
66.843	2.93	-0.00027897999999999996
67.018	2.94	-0.00028005
67.17	2.95	-0.00028483999999999996
67.347	2.96	-0.00028476999999999995
67.515	2.97	-0.00028538
67.681	2.98	-0.00028943
67.84	2.99	-0.00029153
68.017	3.0	-0.00029206
68.193	3.01	-0.0002941500000000001
68.354	3.02	-0.00029633999999999997
68.515	3.03	-0.00029867999999999995
68.684	3.04	-0.00029832000000000014
68.857	3.05	-0.00030026
69.04	3.06	-0.00030595000000000004
69.202	3.07	-0.0003066900000000001
69.376	3.08	-0.0003084800000000001
69.553	3.09	-0.0003088
69.719	3.1	-0.0003098399999999999
69.896	3.11	-0.0003140799999999999
70.063	3.12	-0.0003166699999999999
70.237	3.13	-0.00031503
70.417	3.14	-0.00031879999999999994
70.588	3.15	-0.00031995000000000005
70.754	3.16	-0.00032136999999999997
70.933	3.17	-0.0003253300000000001
71.117	3.18	-0.0003280800000000001
71.291	3.19	-0.00032839999999999996
71.467	3.2	-0.0003394699999999999
71.651	3.21	-0.00033458999999999995
71.821	3.22	-0.00032946000000000017
72.011	3.23	-0.0003317299999999999
72.196	3.24	-0.00033790000000000024
72.361	3.25	-0.00033701
72.549	3.26	-0.00034157999999999986
72.722	3.27	-0.00034488999999999993
72.914	3.28	-0.00034661999999999985
73.097	3.29	-0.00034978000000000006
73.263	3.3	-0.00034988999999999994
73.456	3.31	-0.00034907000000000015
73.641	3.32	-0.00035351
73.817	3.33	-0.00035561999999999985
74.006	3.34	-0.0003568499999999998
74.176	3.35	-0.00035839
74.368	3.36	-0.00036083999999999986
74.557	3.37	-0.0003635699999999998
74.734	3.38	-0.0003664200000000001
74.911	3.39	-0.00036545000000000013
75.107	3.4	-0.00037025000000000014
75.302	3.41	-0.00037086
75.483	3.42	-0.0003737100000000002
75.675	3.43	-0.00037510000000000006
75.852	3.44	-0.0003774599999999999
76.053	3.45	-0.0003782900000000001
76.236	3.46	-0.00037971
76.422	3.47	-0.00038343000000000014
76.614	3.48	-0.0003864900000000001
76.799	3.49	-0.0003887099999999999
76.987	3.5	-0.00039134999999999994
77.178	3.51	-0.0003951699999999999
77.39	3.52	-0.0003958099999999999
77.57	3.53	-0.00039700999999999994
77.761	3.54	-0.0003990500000000001
77.957	3.55	-0.0004029
78.147	3.56	-0.0004038800000000001
78.345	3.57	-0.00040747000000000027
78.529	3.58	-0.0004065500000000001
78.726	3.59	-0.0004109099999999999
78.92	3.6	-0.0004124500000000001
79.125	3.61	-0.00041642000000000024
79.308	3.62	-0.00041846000000000006
79.502	3.63	-0.0004193099999999998
79.71	3.64	-0.0004215200000000001
79.894	3.65	-0.0004230999999999998
80.101	3.66	-0.00042699999999999986
80.296	3.67	-0.0004291000000000002
80.507	3.68	-0.0004299000000000002
80.7	3.69	-0.0004311
80.903	3.7	-0.00043349999999999986
81.097	3.71	-0.0004369999999999999
81.284	3.72	-0.00044130000000000016
81.508	3.73	-0.0004408000000000001
81.71	3.74	-0.00044399999999999995
81.898	3.75	-0.00044539999999999966
82.102	3.76	-0.0004475
82.305	3.77	-0.00045010000000000015
82.512	3.78	-0.0004540999999999998
82.709	3.79	-0.0004568999999999999
82.912	3.8	-0.00045810000000000013
83.117	3.81	-0.00046140000000000005
83.319	3.82	-0.0004642000000000001
83.511	3.83	-0.00046450000000000007
83.717	3.84	-0.0004680000000000001
83.923	3.85	-0.0004695999999999999
84.127	3.86	-0.0004718999999999999
84.342	3.87	-0.0004724
84.544	3.88	-0.0004760999999999997
84.741	3.89	-0.0004810000000000001
84.949	3.9	-0.0004808000000000002
85.169	3.91	-0.00048320000000000004
85.376	3.92	-0.0004875000000000001
85.586	3.93	-0.00048820000000000005
85.788	3.94	-0.0004896000000000002
85.991	3.95	-0.0004912999999999999
86.198	3.96	-0.0004948000000000003
86.405	3.97	-0.0004971000000000001
86.61	3.98	-0.0005000999999999999
86.829	3.99	-0.0005012999999999997
87.028	4.0	-0.0005032999999999999
87.242	4.01	-0.0005071999999999998
87.456	4.02	-0.0005091
87.668	4.03	-0.0005101000000000003
87.874	4.04	-0.0005151000000000001
88.083	4.05	-0.0005154999999999999
88.31	4.06	-0.0005183999999999998
88.515	4.07	-0.0005211999999999997
88.727	4.08	-0.0005243000000000001
88.939	4.09	-0.0005241
89.14	4.1	-0.0005273999999999999
89.361	4.11	-0.0005300000000000001
89.565	4.12	-0.0005319999999999999
89.795	4.13	-0.0005337
90.009	4.14	-0.0005404999999999997
90.222	4.15	-0.0005415000000000001
90.428	4.16	-0.0005428000000000002
90.644	4.17	-0.0005434999999999999
90.87	4.18	-0.000547
91.086	4.19	-0.0005497999999999998
91.303	4.2	-0.0005509999999999998
91.515	4.21	-0.0005545999999999997
91.741	4.22	-0.0005580000000000001
91.958	4.23	-0.0005588999999999998
92.161	4.24	-0.0005629000000000001
92.387	4.25	-0.0005632999999999997
92.601	4.26	-0.0005677
92.841	4.27	-0.0005692999999999998
93.038	4.28	-0.0005701
93.258	4.29	-0.0005727999999999998
93.481	4.3	-0.0005773
93.697	4.31	-0.0005804999999999999
93.915	4.32	-0.0005808999999999996
94.136	4.33	-0.0005835999999999999
94.354	4.34	-0.0005858999999999999
94.576	4.35	-0.0005890000000000001
94.791	4.36	-0.0005885
95.019	4.37	-0.0005942999999999999
95.247	4.38	-0.0005969999999999999
95.461	4.39	-0.0005999999999999996
95.686	4.4	-0.0006033
95.914	4.41	-0.0006027000000000003
96.127	4.42	-0.0006070000000000001
96.347	4.43	-0.0006116000000000001
96.575	4.44	-0.0006123000000000001
96.799	4.45	-0.0006140000000000004
97.012	4.46	-0.0006149
97.228	4.47	-0.0006189000000000001
97.474	4.48	-0.0006228
97.693	4.49	-0.0006245999999999999
97.913	4.5	-0.0006270000000000002
98.14	4.51	-0.0006290999999999996
98.368	4.52	-0.0006314000000000003
98.578	4.53	-0.0006340000000000002
98.812	4.54	-0.0006385
99.04	4.55	-0.0006404
99.264	4.56	-0.0006439000000000004
99.482	4.57	-0.0006463999999999999
99.731	4.58	-0.0006496999999999998
99.946	4.59	-0.0006519
100.171	4.6	-0.0006542
100.407	4.61	-0.0006569999999999998
100.638	4.62	-0.0006574999999999999
100.857	4.63	-0.0006616
101.081	4.64	-0.0006641000000000004
101.313	4.65	-0.0006661999999999998
101.533	4.66	-0.0006662
101.769	4.67	-0.0006714
102.002	4.68	-0.0006753
102.235	4.69	-0.0006760999999999998
102.465	4.7	-0.0006812000000000001
102.689	4.71	-0.0006824000000000003
102.92	4.72	-0.0006832000000000001
103.138	4.73	-0.0006874000000000003
103.366	4.74	-0.0006904999999999997
103.61	4.75	-0.0006924000000000001
103.846	4.76	-0.0006954000000000001
104.072	4.77	-0.0006975999999999998
104.302	4.78	-0.0006992999999999999
104.536	4.79	-0.0007022000000000005
104.778	4.8	-0.0007057999999999997
105.001	4.81	-0.0007066999999999996
105.231	4.82	-0.0007087999999999999
105.464	4.83	-0.0007113999999999998
105.699	4.84	-0.0007148
105.941	4.85	-0.0007183999999999999
106.168	4.86	-0.0007197000000000002
106.386	4.87	-0.0007237999999999995
106.631	4.88	-0.0007236000000000002
106.865	4.89	-0.0007277000000000002
107.106	4.9	-0.0007301999999999999
107.34	4.91	-0.0007328999999999999
107.574	4.92	-0.0007357999999999998
107.808	4.93	-0.0007380000000000002
108.034	4.94	-0.0007395999999999995
108.28	4.95	-0.0007434000000000002
108.514	4.96	-0.0007431
108.748	4.97	-0.0007467999999999999
109.0	4.98	-0.0007486999999999999
109.224	4.99	-0.0007526000000000004
109.456	5.0	-0.0007526000000000004
109.708	5.01	-0.0007558999999999997
109.943	5.02	-0.0007596000000000002
110.175	5.03	-0.0007616999999999999
110.424	5.04	-0.0007620999999999997
110.65	5.05	-0.0007642
110.894	5.06	-0.0007695000000000004
111.128	5.07	-0.0007702000000000004
111.372	5.08	-0.0007732000000000001
111.61	5.09	-0.0007734999999999999
111.847	5.1	-0.0007767000000000004
112.081	5.11	-0.0007799
112.33	5.12	-0.0007809999999999996
112.577	5.13	-0.0007844
112.814	5.14	-0.0007886
113.061	5.15	-0.0007883
113.285	5.16	-0.0007915000000000001
113.534	5.17	-0.0007929999999999999
113.78	5.18	-0.0007961000000000001
114.013	5.19	-0.0007982000000000002
114.263	5.2	-0.0007994999999999999
114.503	5.21	-0.0008038999999999998
114.737	5.22	-0.0008039000000000002
114.978	5.23	-0.0008056999999999999
115.226	5.24	-0.0008075999999999999
115.466	5.25	-0.0008115999999999996
115.706	5.26	-0.0008140999999999999
115.954	5.27	-0.0008165
116.191	5.28	-0.0008173999999999998
116.433	5.29	-0.0008206999999999997
116.688	5.3	-0.0008238
116.92	5.31	-0.0008239999999999996
117.17	5.32	-0.0008246
117.424	5.33	-0.0008290000000000003
117.658	5.34	-0.0008289000000000005
117.901	5.35	-0.0008343000000000001
118.148	5.36	-0.0008351999999999999
118.388	5.37	-0.0008381999999999999
118.637	5.38	-0.0008378999999999995
118.887	5.39	-0.0008392999999999999
119.123	5.4	-0.0008422
119.38	5.41	-0.0008471000000000004
119.62	5.42	-0.0008482999999999997
119.871	5.43	-0.0008526000000000007
120.11	5.44	-0.0008546000000000005
120.365	5.45	-0.0008542000000000003
120.621	5.46	-0.0008581000000000001
120.848	5.47	-0.0008574999999999998
121.102	5.48	-0.0008600999999999999
121.358	5.49	-0.0008625
121.611	5.5	-0.0008641999999999999
121.848	5.51	-0.0008654000000000001
122.101	5.52	-0.0008663999999999998
122.344	5.53	-0.0008698999999999994
122.608	5.54	-0.0008718000000000003
122.839	5.55	-0.0008723000000000003
123.09	5.56	-0.0008723999999999997
123.349	5.57	-0.0008761999999999997
123.599	5.58	-0.0008780000000000003
123.845	5.59	-0.0008778000000000002
124.085	5.6	-0.0008800999999999995
124.351	5.61	-0.0008822000000000005
124.589	5.62	-0.0008841000000000001
124.839	5.63	-0.0008855000000000004
125.091	5.64	-0.0008868999999999999
125.33	5.65	-0.000889
125.604	5.66	-0.000892
125.85	5.67	-0.0008919000000000002
126.093	5.68	-0.0008950000000000004
126.354	5.69	-0.0008940000000000007
126.599	5.7	-0.0008971000000000001
126.843	5.71	-0.0008981000000000002
127.096	5.72	-0.0008993
127.35	5.73	-0.0009016000000000007
127.603	5.74	-0.0009017999999999995
127.863	5.75	-0.0009052000000000005
128.106	5.76	-0.0009041999999999995
128.35001	5.77	-0.0009079000000000001
128.616	5.78	-0.0009109000000000001
128.871	5.79	-0.0009101999999999999
129.114	5.8	-0.0009126999999999998
129.37198999999998	5.81	-0.0009139999999999999
129.619	5.82	-0.0009134999999999998
129.871	5.83	-0.0009155999999999999
130.10699	5.84	-0.0009194000000000003
130.381	5.85	-0.0009207
130.627	5.86	-0.0009203999999999992
130.88901	5.87	-0.0009227999999999997
131.151	5.88	-0.0009236999999999995
131.38699	5.89	-0.0009265999999999992
131.63499	5.9	-0.0009272000000000009
131.883	5.91	-0.0009286999999999998
132.133	5.92	-0.0009294000000000004
132.373	5.93	-0.0009307
132.633	5.94	-0.0009340999999999998
132.87198999999998	5.95	-0.0009338000000000003
133.127	5.96	-0.0009368000000000002
133.36501	5.97	-0.0009376000000000002
133.61099	5.98	-0.0009394000000000004
133.845	5.99	-0.0009397000000000003
134.088	6.0	-0.0009424999999999998
134.326	6.01	-0.0009421999999999998
134.556	6.02	-0.0009454000000000003
134.80299	6.03	-0.0009484999999999997
135.041	6.04	-0.0009475999999999994
135.25301000000002	6.05	-0.0009482000000000006
135.489	6.06	-0.0009497999999999998
135.722	6.07	-0.0009528999999999996
135.952	6.08	-0.0009524
136.18401	6.09	-0.0009534000000000005
136.399	6.1	-0.0009556
136.614	6.11	-0.0009587000000000007
136.839	6.12	-0.0009600999999999998
137.067	6.13	-0.0009604000000000001
137.3	6.14	-0.0009611999999999997
137.511	6.15	-0.0009626000000000001
137.73801	6.16	-0.0009648999999999999
137.953	6.17	-0.0009647000000000002
138.177	6.18	-0.0009681000000000004
138.407	6.19	-0.0009681
138.605	6.2	-0.0009707999999999995
138.836	6.21	-0.0009711999999999998
139.048	6.22	-0.0009727999999999994
139.27299	6.23	-0.0009751
139.50101	6.24	-0.0009767999999999999
139.722	6.25	-0.0009753000000000001
139.938	6.26	-0.0009797
140.16499	6.27	-0.0009811999999999993
140.373	6.28	-0.0009811999999999998
140.592	6.29	-0.000982400000000001
140.827	6.3	-0.0009861000000000002
141.04601	6.31	-0.0009870999999999999
141.256	6.32	-0.0009884999999999998
141.48398999999998	6.33	-0.0009903
141.715	6.34	-0.0009896999999999996
141.927	6.35	-0.000993
142.149	6.36	-0.0009931000000000002
142.377	6.37	-0.0009936000000000007
142.597	6.38	-0.0009963999999999997
142.832	6.39	-0.0009965999999999998
143.048	6.4	-0.0009984999999999998
143.295	6.41	-0.0009995
143.506	6.42	-0.0010022999999999998
143.73398999999998	6.43	-0.0010023000000000002
143.97099	6.44	-0.0010029000000000006
144.194	6.45	-0.0010058000000000003
144.414	6.46	-0.0010044999999999998
144.64301	6.47	-0.0010052000000000008
144.873	6.48	-0.0010060999999999998
145.114	6.49	-0.0010103999999999994
145.351	6.5	-0.0010102000000000002
145.582	6.51	-0.0010120000000000003
145.799	6.52	-0.0010138
146.037	6.53	-0.0010152999999999998
146.27499	6.54	-0.0010152999999999998
146.517	6.55	-0.0010159999999999995
146.737	6.56	-0.0010171
146.966	6.57	-0.0010179
147.207	6.58	-0.00102
147.446	6.59	-0.0010186999999999996
147.67598999999998	6.6	-0.0010205000000000006
147.91298999999998	6.61	-0.0010229999999999996
148.138	6.62	-0.0010237000000000007
148.368	6.63	-0.0010255
148.59399	6.64	-0.0010247
148.847	6.65	-0.0010279999999999994
149.071	6.66	-0.0010294000000000002
149.302	6.67	-0.0010292000000000005
149.541	6.68	-0.0010301999999999998
149.77	6.69	-0.0010306999999999994
150.002	6.7	-0.0010331999999999997
150.235	6.71	-0.0010321999999999992
150.466	6.72	-0.0010342999999999993
150.7	6.73	-0.0010348000000000002
150.93401	6.74	-0.0010370999999999996
151.155	6.75	-0.0010361000000000003
151.40401	6.76	-0.0010400000000000006
151.62801000000002	6.77	-0.001039299999999999
151.85201	6.78	-0.0010406000000000005
152.084	6.79	-0.0010401000000000008
152.32201	6.8	-0.0010425
152.55499	6.81	-0.0010413999999999996
152.778	6.82	-0.0010434999999999997
153.004	6.83	-0.0010441
153.23	6.84	-0.0010444
153.476	6.85	-0.0010456999999999997
153.702	6.86	-0.0010453999999999993
153.925	6.87	-0.0010472999999999993
154.151	6.88	-0.0010479000000000005
154.382	6.89	-0.0010490999999999999
154.63	6.9	-0.0010490000000000005
154.84	6.91	-0.0010480000000000003
155.07001	6.92	-0.0010472000000000003
155.308	6.93	-0.0010485999999999998
155.528	6.94	-0.0010515
155.755	6.95	-0.001053099999999999
155.978	6.96	-0.0010540000000000002
156.214	6.97	-0.0010512999999999994
156.438	6.98	-0.001055
156.66701	6.99	-0.0010570000000000002
156.899	7.0	-0.0010565000000000001
157.12601	7.01	-0.0010558999999999998
157.35699	7.02	-0.0010551999999999996
157.57001	7.03	-0.0010571000000000005
157.80701000000002	7.04	-0.0010599000000000008
158.04601	7.05	-0.0010603000000000001
158.265	7.06	-0.0010608999999999992
158.491	7.07	-0.0010611000000000002
158.72	7.08	-0.0010615000000000004
158.955	7.09	-0.0010595000000000005
159.186	7.1	-0.0010627999999999992
159.397	7.11	-0.001064400000000001
159.63699	7.12	-0.0010657999999999996
159.85699	7.13	-0.0010642000000000004
160.089	7.14	-0.0010644
160.32201	7.15	-0.0010665000000000002
160.539	7.16	-0.0010649000000000001
160.77901	7.17	-0.0010651999999999997
160.998	7.18	-0.0010682
161.224	7.19	-0.0010685000000000004
161.452	7.2	-0.0010684000000000006
161.688	7.21	-0.0010682000000000005
161.918	7.22	-0.0010709
162.15198999999998	7.23	-0.0010709999999999995
162.373	7.24	-0.0010709
162.61301	7.25	-0.0010702999999999997
162.82201	7.26	-0.001068700000000001
163.05299	7.27	-0.0010729999999999993
163.29401000000001	7.28	-0.001072000000000001
163.517	7.29	-0.0010719000000000002
163.75	7.3	-0.0010726999999999998
163.979	7.31	-0.0010748999999999997
164.2	7.32	-0.0010747999999999999
164.431	7.33	-0.0010739
164.66901000000001	7.34	-0.0010754999999999996
164.894	7.35	-0.0010762999999999997
165.099	7.36	-0.0010763
165.332	7.37	-0.0010772999999999998
165.565	7.38	-0.001078
165.795	7.39	-0.0010799000000000008
166.02901	7.4	-0.0010781000000000002
166.257	7.41	-0.0010779000000000006
166.49899	7.42	-0.0010775999999999997
166.709	7.43	-0.0010792000000000002
166.942	7.44	-0.0010797000000000003
167.16701	7.45	-0.0010813999999999997
167.39	7.46	-0.0010794000000000003
167.633	7.47	-0.0010805999999999997
167.84399	7.48	-0.0010798000000000006
168.07201	7.49	-0.0010816000000000007
168.308	7.5	-0.0010809
168.52901	7.51	-0.0010827000000000007
168.758	7.52	-0.0010835000000000007
168.97501	7.53	-0.0010827000000000002
169.201	7.54	-0.0010825000000000006
169.44901000000002	7.55	-0.0010854000000000003
